id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
31039997,Ground level privacy bd room in Vancouver westside,180017812,Fannie,,Arbutus Ridge,49.24876,-123.16433,Private room,90,1,1,2019-01-14,0.04,3,0
31122370,"Clean and bright garden suite, great neighbourhood",177522058,Anne-Marie,,Hastings-Sunrise,49.27744,-123.05046,Entire home/apt,52,30,2,2020-08-06,0.10,1,64
31147902,Downtown House Room 1,25074817,Tatiane,,West End,49.28192,-123.12952,Private room,40,27,12,2021-03-07,0.44,6,31
31173831,Westside Retreat,47322767,Judy,,Arbutus Ridge,49.25615,-123.16666,Entire home/apt,115,2,26,2021-04-11,1.01,1,301
31178487,Modern Family Home Nestled in Italian Village,63299080,Karla,,Grandview-Woodland,49.27017,-123.06409,Entire home/apt,450,4,0,,,2,0
31212290,Ultimate Luxury ★ Central Vancouver★ Pool&Hot tub,229768591,Jaime,,Marpole,49.21833,-123.12779,Entire home/apt,871,2,40,2021-03-17,1.44,1,138
31212584,Stunning 2 Bed + 2 Bath Luxurious  Entire Condo,217133817,Nuer,,Downtown,49.27214,-123.12733,Entire home/apt,220,30,0,,,1,89
31214389,"CENTRAL+SPACIOUS 3BR: Patio, BBQ  Steps to Main St",11568255,Nestaide Management,,Riley Park,49.24666,-123.09781,Entire home/apt,246,5,66,2020-08-23,2.39,1,0
31221804,D11 - Desirable 1 bedroom in Yaletown,30899,Rami,,Downtown,49.27622,-123.11734,Entire home/apt,89,90,0,,,40,209
31238073,"Tasteful, spacious and bright oasis",3512738,Mike,,Dunbar Southlands,49.23892,-123.17921,Private room,93,1,41,2020-10-24,1.50,2,365
31239574,Cozy pretty bedroom in Vancouver westside,180017812,Fannie,,Arbutus Ridge,49.24909,-123.16779,Private room,110,1,0,,,3,0
31240187,Upstair Lovely bedroom in Vancouver westside,180017812,Fannie,,Arbutus Ridge,49.24668,-123.16321,Private room,110,1,0,,,3,0
31264316,Light-Filled Cheerful Character House,26058426,Jennifer,,Riley Park,49.24679,-123.09755,Entire home/apt,433,2,5,2019-08-24,0.23,1,0
31268504,Warm & cozy home,121966720,Grace Liu,,Oakridge,49.22476,-123.12215,Private room,80,1,3,2019-01-13,0.11,1,0
31288435,"Beautiful  STYLISH shared Apartment,Private room .",34078441,Manuel & Rolando,,Downtown,49.28063,-123.10961,Private room,250,1,18,2019-12-13,0.67,2,269
31294681,Renovated House 10-15 mins to Downtown,234219558,Joseph,,Hastings-Sunrise,49.28993,-123.04355,Entire home/apt,999,1,106,2020-07-03,3.87,1,270
31294810,Wonderful house & peaceful room near university,3512738,Mike,,Dunbar Southlands,49.23848,-123.17721,Private room,79,1,29,2021-02-21,1.09,2,365
31298328,Walkscore100: Private Bedroom and Bathroom w/Patio,20083641,Atayeb,,Downtown,49.28153,-123.12302,Private room,75,30,4,2020-03-31,0.16,4,365
31317039,Gorgeous Unit by the harbor- Downtown Vancouver,168217258,Max,,West End,49.2884,-123.12755,Entire home/apt,110,31,1,2019-08-08,0.05,1,241
31317042,Hygge House,234416464,Christine + Andrew,,Kensington-Cedar Cottage,49.26087,-123.05738,Entire home/apt,200,4,19,2020-08-10,0.73,2,0
31320721,Modern Apartment with Amazing View and Parking,194619558,Shitao,,Downtown,49.27479,-123.12684,Entire home/apt,118,1,62,2021-03-07,2.29,1,23
31338715,2 Bedroom condo on Robson St,11207116,Moe,,West End,49.2873,-123.12704,Entire home/apt,75,30,0,,,5,59
31339164,Private 1 bd suite near SkyTrain Joyce-Collingwood,199275310,Mila,,Renfrew-Collingwood,49.24117,-123.02709,Entire home/apt,75,2,26,2021-04-01,1.11,2,321
31340160,Hygge House - Cozy curtained room with desk,234416464,Christine + Andrew,,Kensington-Cedar Cottage,49.26054,-123.05792,Private room,55,1,70,2020-03-14,2.60,2,0
31387293,184 Bright one bedroom,600607,Bruce,,Downtown,49.28892,-123.12778,Entire home/apt,83,30,3,2020-08-31,0.15,46,61
31387750,The Upper House,45173875,Tim,,Kitsilano,49.27082,-123.18064,Entire home/apt,600,30,0,,,2,0
31388423,Main Street 1 Bdrm & Office w/ Pets OK!,29935262,Jaymee,,Mount Pleasant,49.26017,-123.09725,Entire home/apt,99,1,22,2020-03-08,0.82,1,0
31419801,"Quiet, friendly, suburban short term living.",7308133,Tricia,,Arbutus Ridge,49.24687,-123.16086,Private room,40,2,38,2021-03-21,1.39,1,252
31443032,Gastown Photography Loft,31762545,Jl,,Downtown Eastside,49.28139,-123.10384,Entire home/apt,189,6,14,2021-04-11,0.53,1,60
31444609,LEVEL | Studio | Centrally located in Downtown,2502595,LEVEL Furnished Living,,Downtown,49.27807,-123.12233,Entire home/apt,239,1,3,2021-02-15,0.15,22,340
31444936,Spacious Studio Apartment in Yaletown,2502595,LEVEL Furnished Living,,Downtown,49.27708,-123.12171,Entire home/apt,399,1,6,2020-02-23,0.26,22,365
31444945,LEVEL | Studio | Centrally located in Downtown,2502595,LEVEL Furnished Living,,Downtown,49.27807,-123.12233,Entire home/apt,179,1,64,2021-04-04,2.82,22,329
31444953,LEVEL | One Bedroom Suite | Downtown Vancouver,2502595,LEVEL Furnished Living,,Downtown,49.27748,-123.12164,Entire home/apt,299,1,11,2020-10-18,0.41,22,346
31445122,LEVEL | One Bedroom Suite | Central in Downtown,2502595,LEVEL Furnished Living,,Downtown,49.27807,-123.12233,Entire home/apt,225,1,29,2021-03-20,1.22,22,321
31445146,LEVEL | One Bedroom Suite | Lux Amenities,2502595,LEVEL Furnished Living,,Downtown,49.27901,-123.12133,Entire home/apt,389,1,9,2021-03-20,0.39,22,364
31450096,Charlee's Guest House,235596458,Nichole,,Hastings-Sunrise,49.28675,-123.04655,Entire home/apt,89,2,60,2020-03-29,2.28,1,0
31474318,Ace House,235800743,Raymond,,Renfrew-Collingwood,49.25388,-123.02656,Entire home/apt,89,1,49,2020-03-19,1.87,1,101
31489238,Exquisite 1-BR with Private Patio & Laneway Access,42595144,Arthur,,Renfrew-Collingwood,49.24089,-123.05802,Entire home/apt,78,50,3,2020-04-18,0.14,1,312
31512500,Best place on earth - Vancouver,193424322,Mary,,West End,49.28557,-123.12698,Private room,150,31,0,,,1,362
31542303,"Danny House , Vancouver West Room",236411620,Yuqing,,Marpole,49.21282,-123.1339,Private room,45,3,53,2021-03-24,2.05,2,48
31543440,Stylish one bedroom apartment in Yaletown,59197315,Sid,,Downtown,49.27339,-123.12682,Entire home/apt,175,2,4,2020-02-23,0.15,1,0
31570080,Cozy 1BD+ bath in Heart of Kitsilano,236643389,Erica,,West Point Grey,49.2677,-123.1865,Private room,125,2,6,2019-05-01,0.23,1,0
31573454,Private 3 Bedroom Studio in Heart of Commercial DR,40826096,Erica,,Grandview-Woodland,49.26888,-123.07002,Entire home/apt,130,2,73,2021-03-21,2.72,1,78
31597844,"Gem-like, spectacular Chinatown Downtown Vancouver",7660215,Victor,,Downtown Eastside,49.28039,-123.10031,Entire home/apt,100,30,0,,,2,90
31646868,Quiet Garden Suite Apartment Mount Pleasant,12476702,Sarah,,Mount Pleasant,49.26047,-123.1076,Entire home/apt,185,5,4,2019-06-03,0.17,1,9
31669586,Modern and Cozy East Village Garden Suite!,101520446,Liz,,Grandview-Woodland,49.28101,-123.05851,Entire home/apt,89,2,41,2021-03-31,1.80,1,17
31676679,1BR in the hub of Vancouver,151398322,Lauren,,Downtown,49.27963,-123.10774,Entire home/apt,160,7,5,2019-11-02,0.20,1,0
31710193,Beautiful suite w/ amazing trendy Main St location,2457717,Romina,,Riley Park,49.24862,-123.10277,Entire home/apt,245,2,26,2019-09-02,1.01,1,191
31716181,Point Grey house - easy access to forest and beach,16977892,Gerry,,West Point Grey,49.25952,-123.20709,Entire home/apt,500,7,3,2020-08-23,0.15,1,140
31720142,Luxurious and Perfectly Situated Kits Point Suite,237941083,Jordan,,Kitsilano,49.27429,-123.14808,Entire home/apt,200,30,35,2021-01-05,1.53,3,300
31758873,Beautiful Heritage Home in Kitsilano,1135259,Rami,,Kitsilano,49.27286,-123.1511,Entire home/apt,170,4,62,2020-08-16,2.43,2,275
31760440,Beautiful condo in the heart of downtown Vancouver,80275187,Milan,,Downtown,49.28036,-123.12206,Entire home/apt,127,3,60,2021-03-29,2.24,1,21
31799624,The Bradford - One Bedroom Corner Unit,238308886,Terry,,West End,49.2901,-123.13296,Entire home/apt,102,30,2,2020-10-23,0.27,5,46
31800789,The Bradford - One bedroom,238308886,Terry,,West End,49.29161,-123.13427,Entire home/apt,100,30,3,2021-03-01,0.41,5,84
31833644,Luxury Condo in Downtown,56444922,Vega,,Downtown,49.28147,-123.1175,Entire home/apt,150,30,0,,,1,89
31854395,近UBC安静舒适的套房 A very nice and quiet suite ，near UBC,36301120,Claire,,Dunbar Southlands,49.23641,-123.19358,Entire home/apt,159,2,20,2019-08-31,0.78,1,358
31864754,Central DT! Free Gated Parking,34305941,Cali,,West End,49.28266,-123.12482,Entire home/apt,92,3,117,2021-02-25,4.42,1,151
31881833,D19 - One bedroom + den by the water,30899,Rami,,Downtown,49.27479,-123.13338,Entire home/apt,88,30,0,,,40,0
31883931,D9 - Modern 1 bedroom downtown,30899,Rami,,Downtown,49.27539,-123.11426,Entire home/apt,88,356,0,,,40,255
31898791,Modern 3 Story Home on quiet street Cambie Village,12177673,Jennie,,Riley Park,49.25602,-123.11392,Entire home/apt,500,5,1,2019-08-26,0.05,1,0
31902362,Vancouver Special 3,156723063,Lan,,Riley Park,49.24885,-123.10251,Entire home/apt,220,3,27,2020-12-28,1.02,2,123
31908703,Award Winning Beach Home with Mountain Views,2486992,Alex,,West Point Grey,49.27192,-123.20987,Entire home/apt,1504,25,0,,,1,127
31929412,Stunning 3 Bed Condo with Ocean Views & Fireplace,156941933,Natalya,,Downtown,49.28036,-123.10741,Entire home/apt,190,2,91,2021-03-25,3.55,1,277
31934285,Self Contained suite for your stay in Vancouver,14953329,Da Ke,,Grandview-Woodland,49.28058,-123.07253,Entire home/apt,43,1,66,2021-04-10,2.52,1,168
32013288,Charming 8 bedroom home in Vancouver west,236592009,Sherry,,Oakridge,49.22389,-123.13323,Entire home/apt,900,3,29,2020-09-08,1.21,1,173
32041648,Open & Contemporary 3 BR Family home,6883423,Deanna,,Mount Pleasant,49.25741,-123.07923,Entire home/apt,280,3,1,2019-03-28,0.04,1,0
32043949,Beautiful Character Home with Main Floor Bedroom,1413457,Lori,,Arbutus Ridge,49.24123,-123.15481,Private room,55,2,38,2021-02-03,1.48,1,85
32044207,Retro chic one bedroom condo Vancouver Yaletown,11423475,Gule,,Downtown,49.27785,-123.12058,Entire home/apt,83,30,0,,,4,0
32044559,Beautiful garden suite in lovely Mount Pleasant,240255045,Melanie,,Mount Pleasant,49.25958,-123.07834,Entire home/apt,109,30,2,2020-05-02,0.11,1,0
32069175,"Luxury One Bedroom with Pool, Hot Tub and Parking",240491080,Taise,,Downtown,49.27915,-123.10546,Entire home/apt,125,3,35,2019-11-10,1.37,1,194
32073274,SPECTACULAR 3 bedroom & 2 bathroom downtown condo,189274415,,,West End,49.28147,-123.12635,Entire home/apt,165,30,88,2021-03-01,3.31,1,31
32086999,PRIVATE SUITE IN VANCOUVER-CENTRAL BREAKFAST INCLD,240651814,,,Hastings-Sunrise,49.26759,-123.04074,Entire home/apt,87,1,51,2021-02-25,1.94,1,162
32089495,furnished private bedroom,321947,Steve,,Grandview-Woodland,49.26755,-123.06032,Private room,50,1,33,2020-03-08,1.28,3,0
32089571,Vancouver downtown- Cozy Solarium private room,189439622,Clair,,Downtown,49.28032,-123.10733,Private room,45,5,67,2020-11-11,2.56,2,0
32095549,Spectacular Ocean View Luxury 2bedroom apartment,19748213,Charlie,,West End,49.27686,-123.13359,Entire home/apt,100,30,52,2021-03-20,1.98,5,10
32107277,European-style Guest House near QE Park,3223934,Andre,,Riley Park,49.23503,-123.1032,Private room,55,30,1,2019-09-01,0.05,2,0
32108967,Super Central 1BD Penthouse - Heart of Downtown!,3075614,Arvand,,Downtown,49.28004,-123.12225,Entire home/apt,150,2,10,2020-03-08,0.58,1,2
32112003,Private and Modern Condo in Mt. Pleasant,16022248,Skyler,,Riley Park,49.25429,-123.09116,Entire home/apt,147,1,5,2019-08-18,0.23,2,0
32115125,One BR Suite @ Hip Main St.,111858301,Ada,,Riley Park,49.24897,-123.09944,Entire home/apt,77,2,17,2021-02-20,1.96,3,193
32127471,Small and simple room,208851751,Seema,,Kitsilano,49.25794,-123.18397,Private room,80,2,7,2021-01-05,0.35,1,76
32135798,Quiet room w/ Superhost. 24h Pool/gym/sauna/hottub,125368592,Fox,,Downtown,49.27939,-123.1205,Private room,39,30,7,2020-10-01,0.38,4,273
32141172,High rise apartment in central downtown.,200398776,Satasha,,West End,49.27919,-123.13031,Private room,96,2,37,2019-12-28,1.56,1,26
32148707,Studio by Davie St. Area & few blocks to the beach,64484613,Connie,,West End,49.28251,-123.13676,Entire home/apt,75,30,41,2020-03-17,1.61,2,0
32160848,1 bdr apt downtown,216510476,Forough,,Downtown,49.27603,-123.11703,Entire home/apt,129,1,0,,,1,0
32162289,Charming Apartment Near the Sea Wall,241277666,Ro & Ana,,Fairview,49.26523,-123.12232,Entire home/apt,187,2,70,2021-02-10,2.68,1,83
32164701,"Charming, bright, clean and cosy 2 bedroom suite",30236899,Mark,,Riley Park,49.24392,-123.09669,Entire home/apt,113,30,5,2020-11-30,0.23,1,270
32172374,Two-storied and cosy condominium in downtown.,198845436,Minsung,,Downtown,49.27922,-123.12147,Entire home/apt,170,1,132,2021-03-27,5.16,1,100
32186644,"Cozy, charming, private space in Cambie Village",187202799,June,,South Cambie,49.25161,-123.11842,Entire home/apt,100,2,58,2020-04-04,2.31,1,41
32195144,LOCATION! 2 BED condo in HEART of downtown.,239549150,Stephanie,,Downtown,49.27524,-123.13402,Entire home/apt,157,4,27,2021-03-28,1.25,1,7
32238733,Live like a local! Downtown Vancouver City Views!,56384031,Maddi,,Downtown,49.27867,-123.12485,Entire home/apt,108,30,8,2020-07-31,0.33,6,271
32240969,Cozy Space In Hip Main Street Area,4882632,James,,Riley Park,49.2446,-123.10387,Private room,30,30,6,2020-08-10,0.24,4,0
32253921,King Sized bed: WorkFromHome Near Downtwn/Skytrain,90158072,Tony & Annette,,Hastings-Sunrise,49.26352,-123.04747,Private room,70,2,9,2021-02-05,0.35,3,263
32257227,1BR @ Granville Entertainment District!  Sleeps 4!,242094816,Kelly,,Downtown,49.27923,-123.12314,Entire home/apt,105,3,86,2021-03-27,3.37,1,70
32269092,Shaughnessy Spacious House,209753119,Kelvin,,Shaughnessy,49.23473,-123.1369,Entire home/apt,598,2,0,,,4,0
32272216,1 bright bdrm with large shared bath,117119918,Kitty,,Kensington-Cedar Cottage,49.23933,-123.08915,Private room,33,30,3,2020-10-01,0.17,7,365
32312468,Master Bedroom with attach bath on Frazer St,168136421,Jairam,,Kensington-Cedar Cottage,49.23499,-123.08769,Private room,40,30,0,,,1,302
32366675,★ STELLAR VIEWS & LOCATION ★ (Parking available),2300898,Jane,,Downtown Eastside,49.2797,-123.10525,Entire home/apt,92,2,53,2020-11-15,2.05,1,116
32367729,"Cute, bright, cool 1-bdrm. in Hastings Sunrise.",243042563,,,Hastings-Sunrise,49.28356,-123.04926,Entire home/apt,100,3,18,2020-10-04,0.75,1,51
32402036,Vancouver West Cozy Retreat by Elevate Rooms - Second Floor Queen Room S1 with Private Bathroom,243167439,Sam,,Oakridge,49.22687,-123.13144,Private room,154,1,3,2019-06-17,0.13,3,0
32402043,Vancouver West Cozy Retreat by Elevate Rooms - Second Floor Queen Room S3 with Private Bathroom,243167439,Sam,,Oakridge,49.22737,-123.12936,Private room,154,1,1,2019-08-21,0.05,3,0
32420319,"Spacious Location near UBC, park, city  & airport!",44860813,Edward  And Kate,,Dunbar Southlands,49.23933,-123.19086,Entire home/apt,148,3,24,2021-04-06,1.01,1,365
32477935,The Turret House in the Heart of Vancouver,6946299,Patricia,,Fairview,49.25781,-123.12277,Entire home/apt,375,3,10,2019-09-15,0.42,1,239
32493926,Charm & Spectacular Casa Gladstone!,32304839,Daniel,,Kensington-Cedar Cottage,49.25,-123.06074,Entire home/apt,313,30,0,,,5,365
32533929,Fantastic new Furnished 1 Bedroom+den,172935704,Ali,,West End,49.28648,-123.12638,Entire home/apt,100,30,0,,,4,365
32547922,Beach getaway,18474956,Kona,,West End,49.28135,-123.13687,Private room,65,30,0,,,1,342
32550553,STEPS TO GRANVILLE ISLAND WALK TO THE BEACH,126359564,Sylvie,,Fairview,49.26737,-123.14052,Entire home/apt,165,30,44,2021-01-03,1.74,3,241
32571675,Corporate Stays | Capitold Residences | Bright 1BR,38459934,Corporate Stays,,Downtown,49.27989,-123.12096,Entire home/apt,90,30,0,,,34,0
32587632,1-bed character suite in East Vancouver,24635844,Vilja,,Hastings-Sunrise,49.28026,-123.02393,Entire home/apt,75,2,32,2019-11-10,1.25,1,0
32608989,unique private room,172935704,Ali,,West End,49.28648,-123.12596,Private room,70,31,0,,,4,365
32620540,Bright 2-storey unit right off The Drive!,6700890,Jeff,,Grandview-Woodland,49.26845,-123.07265,Entire home/apt,160,5,9,2019-10-14,0.39,1,143
32634540,Brand New 1 Bedroom Private Suite 15min Downtown,89151601,Yashina,,Hastings-Sunrise,49.27447,-123.03614,Entire home/apt,81,30,1,2019-05-27,0.04,2,38
32638572,VW Eurovan Westfalia pop-top 2- bed kitchen camper,7660215,Victor,,Downtown Eastside,49.28366,-123.10672,Entire home/apt,175,4,0,,,2,345
32641690,"Centrally located, newly built home in Vancouver",234244801,Kenny,,Kensington-Cedar Cottage,49.24284,-123.07443,Entire home/apt,149,1,44,2020-03-16,1.72,1,0
32645619,East Van Bungalow - Quiet Gem Off Trout Lake,7680615,Emily & John,,Kensington-Cedar Cottage,49.25177,-123.06269,Entire home/apt,250,5,7,2020-01-03,0.32,1,0
32646786,Private Kingsize Suite 1 block from Kits Beach!,924826,Dawn,,Kitsilano,49.27098,-123.16447,Entire home/apt,75,2,144,2021-04-09,5.68,1,3
32660618,Brand New Private Studio 15min drive to Downtown,89151601,Yashina,,Hastings-Sunrise,49.27321,-123.0362,Entire home/apt,88,4,21,2020-10-01,0.91,2,101
32697640,Serene Courtyard and Mountain Views!,6311882,Colin,,Kensington-Cedar Cottage,49.23912,-123.06857,Entire home/apt,120,4,3,2019-03-29,0.12,1,0
32703475,Unique bedroom,172935704,Ali,,West End,49.28706,-123.12593,Private room,75,30,0,,,4,364
32715187,Downtown Vancouver - Studio Bradford Building,292721802,Jordan,,West End,49.28963,-123.13398,Entire home/apt,85,30,6,2021-04-05,0.72,1,35
32728344,Clean Downtown Apt Near Gastown with Free Parking!,297939062,Hancore Property Management,,Downtown,49.27816,-123.10803,Entire home/apt,141,3,98,2021-03-28,3.82,3,197
32748417,"Great location in kits, a short walk to the beach.",15089860,Shane,,Kitsilano,49.2649,-123.16024,Private room,45,1,11,2020-11-29,1.28,2,0
32750167,Three Bedrooms & Two Bathrooms Guest Suite,99161830,Yang,,Hastings-Sunrise,49.2834,-123.0552,Entire home/apt,147,2,44,2021-03-31,1.83,1,0
32791067,"Monthly, WIFI/HBO/Cbl and Pets ok, Foster a pet!",31065,Mj,,Sunset,49.22297,-123.07906,Entire home/apt,98,30,4,2020-05-31,0.18,2,317
32815298,Vancouver-minutes from downtown & YVR-Canada Line,5408150,Mab,,South Cambie,49.24842,-123.11655,Private room,34,30,2,2020-09-23,0.14,1,0
32819750,Unique Vancouver 3 Queen BR w/ huge private patio,95217850,Mauricio,,Downtown,49.27455,-123.13215,Entire home/apt,371,3,26,2020-03-18,1.06,21,186
32837656,Upscale & Convenient Skytrain Downtown & Airport:),5438862,William,,Oakridge,49.23097,-123.11167,Private room,35,30,50,2020-03-31,1.98,5,17
32842155,Quiet Private Room #1NearUBC,247062921,Elaine,,Dunbar Southlands,49.25508,-123.19258,Private room,85,1,17,2019-09-29,0.70,3,179
32844168,Quiet Private Room #2 Near UBC,247062921,Elaine,,Dunbar Southlands,49.25718,-123.19107,Private room,72,1,23,2019-09-24,0.97,3,179
32844342,Quiet Private Room #3 Near UBC,247062921,Elaine,,Dunbar Southlands,49.25591,-123.19259,Private room,79,1,20,2019-09-22,0.85,3,179
32872579,Executive Modern Getaway - Minutes to Downtown!,247315335,Theo,,Kitsilano,49.26797,-123.17143,Entire home/apt,415,2,33,2020-01-02,1.30,1,129
32876783,LUXURY DOWNTOWN BREATH TAKING VIEWS. FREE PARKING,247352950,Arnold,,Downtown,49.28089,-123.11794,Entire home/apt,386,30,26,2020-01-29,1.03,1,178
32902275,Clean Private Bdrm w. Half Bath in Kitsilano,22645339,Alicia,,Kitsilano,49.2689,-123.15981,Private room,70,2,58,2020-03-14,2.30,1,0
32920075,Yellow  House close to amenities and downtown,247682796,Mercedes,,Kensington-Cedar Cottage,49.24357,-123.08859,Entire home/apt,241,2,29,2020-01-21,1.16,1,1
32944486,Cozy 1-Bdrm Suite in SW Vancouver.,125268310,Dale,,Kerrisdale,49.21505,-123.15128,Entire home/apt,90,2,15,2020-11-17,0.70,1,162
32945266,玫瑰1,247913829,Amy,,Marpole,49.21354,-123.13497,Entire home/apt,400,3,19,2019-08-20,0.75,2,0
32947268,樱花,247913829,Amy,,Marpole,49.21163,-123.13445,Private room,50,4,25,2019-07-31,1.01,2,0
32962975,3 bedrooms luxury unit on Vancouver's east side,248075656,Cindy,,Renfrew-Collingwood,49.24424,-123.05248,Private room,249,1,95,2020-04-29,3.75,1,123
32982064,Amazing place to stay in downtown Vancouver!,52607131,Jayme,,Downtown,49.27944,-123.10996,Entire home/apt,140,1,64,2019-09-29,2.55,1,0
32982427,2Bed Cambie Suite - Minutes to Downtown-Sleeps 4!,248226743,Bob,,South Cambie,49.24745,-123.12041,Entire home/apt,111,2,48,2021-03-25,1.97,2,162
32985924,Very private BR in great Arts & Crafts House.,2189535,Martine,,Hastings-Sunrise,49.28549,-123.05401,Private room,45,30,2,2020-11-09,0.10,1,212
32990894,Modern Apartment in the Heart of Downtown,248298135,Ayla,,Downtown,49.27979,-123.1187,Entire home/apt,140,4,3,2019-04-24,0.12,1,0
32991946,Vancouver  Luxury &Cozy House,182110861,Yannie,,Shaughnessy,49.23915,-123.15336,Private room,159,2,4,2019-09-05,0.17,5,0
33001795,Great room in central downtown location,248380003,John,,Downtown Eastside,49.28379,-123.11223,Private room,99,1,10,2019-12-08,0.41,3,269
33003307,Large central downtown apartment,248380003,John,,Downtown Eastside,49.28338,-123.11088,Entire home/apt,199,1,5,2019-12-15,0.20,3,270
33017558,Kitsilano Big+Bright Top Floor+Balcony *6 Months+*,141214749,Adriano,,Kitsilano,49.26626,-123.1481,Entire home/apt,78,30,0,,,2,39
33022109,Modern Cozy Commercial Drive,2179871,Dan,,Grandview-Woodland,49.27797,-123.06578,Entire home/apt,180,2,19,2020-08-16,0.82,1,0
33041847,Entire Garden Suite near Commercial Dr-East Van,13892350,Susan & Joe,,Grandview-Woodland,49.27402,-123.05813,Entire home/apt,99,2,76,2020-11-22,3.10,1,1
33073432,Private Modern and Cozy 2 Bedroom Suite,248904733,Kit,,Victoria-Fraserview,49.21805,-123.06224,Entire home/apt,89,2,55,2021-03-28,2.24,1,0
33093120,Beach time with perfect downtown location,249066718,Flora,,West End,49.27974,-123.13497,Entire home/apt,120,30,1,2019-05-19,0.04,1,0
33097298,"Danny House,    Vancouver West Rooms",236411620,Yuqing,,Marpole,49.21107,-123.13433,Private room,49,15,31,2021-01-15,1.30,2,49
33097585,Beautiful Downtown Condo 3bdrm+Gym+Pool+BBQ+View,249110427,Christelle,,Downtown Eastside,49.28112,-123.10733,Entire home/apt,300,90,25,2020-01-01,1.00,1,0
33098749,Home Away From Home Garden Suite,1880385,Alison,,Arbutus Ridge,49.25644,-123.16395,Entire home/apt,95,3,63,2021-03-22,2.54,1,115
33107632,Central modern 3BR family home with large patio,24294878,Jesse,,Kensington-Cedar Cottage,49.24606,-123.06662,Entire home/apt,90,3,10,2019-12-31,0.41,1,0
33119331,1BR Main Street Modern Condo (brand new building),8808373,Rob,,Mount Pleasant,49.26433,-123.10152,Entire home/apt,130,30,0,,,1,0
33142743,Cozy two bed townhouse,31552430,Sandrine,,Kensington-Cedar Cottage,49.2441,-123.08943,Entire home/apt,125,30,0,,,1,270
33162928,Perfect location guest house,249098528,Bob,,West Point Grey,49.26811,-123.21718,Entire home/apt,214,60,20,2020-09-19,0.91,1,90
33169408,Beautiful park suite in Vancouver's Westside,249744316,Christina,,Dunbar Southlands,49.24729,-123.17521,Entire home/apt,85,30,6,2020-12-31,0.27,1,0
33230188,SUN HOUSE,250216111,Lee,,Sunset,49.22962,-123.08003,Private room,52,2,43,2021-03-01,1.78,2,67
33230985,Bright and stylish apartment off Main street,2157511,Adrian,,Riley Park,49.25527,-123.10392,Entire home/apt,75,4,9,2020-03-13,0.54,1,0
33274579,Just like home- 1BR Private Suite. Prime location!,54414133,Tommy,,Renfrew-Collingwood,49.23768,-123.03205,Entire home/apt,60,1,26,2020-03-21,1.17,1,0
33276869,3 bedrooms 1.5 baths TOP Floor in Prime Location!,36912748,Karen,,Mount Pleasant,49.261,-123.08707,Entire home/apt,194,2,3,2021-01-24,0.70,1,193
33287191,Fraser House for Families and Friends,184094184,Emel,,Kensington-Cedar Cottage,49.25236,-123.08975,Entire home/apt,100,2,35,2021-03-31,1.42,1,0
33288404,Spacious and Bright Downtown Design Loft,555474,D.N.,,Downtown,49.27875,-123.12487,Entire home/apt,175,4,17,2021-02-26,0.70,1,0
33292435,Beautiful room in Vancouver,250735581,Rowena,,Renfrew-Collingwood,49.239,-123.03982,Private room,30,30,0,,,3,361
33293342,Room with private bathroom,250735581,Rowena,,Renfrew-Collingwood,49.2392,-123.04068,Private room,35,30,6,2021-02-04,0.25,3,364
33296736,Warehouse Loft Conversion in Gastown,250727376,Victor,,Downtown Eastside,49.2834,-123.10224,Entire home/apt,199,1,83,2020-02-03,3.42,1,75
33299354,Lofty Studio Next to Historic Gastown,166303221,Coco,,Downtown Eastside,49.28102,-123.10638,Entire home/apt,97,7,90,2021-04-08,3.65,1,65
33310791,*Clean and Tidy *- Share Penthouse  level apt.,120651321,Cheri,,Downtown,49.28124,-123.12516,Private room,89,32,1,2020-10-31,0.18,2,365
33315036,2Bdr Luxurious Apt w/stunning grounds furnished,64488310,Amanda,,Kerrisdale,49.22051,-123.1432,Entire home/apt,150,30,6,2021-02-10,0.27,5,102
33315650,2Bdr New Furnished Luxurious Apt- 2bath,64488310,Amanda,,Kerrisdale,49.21991,-123.14129,Entire home/apt,140,30,4,2021-03-27,0.20,5,132
33338468,Beautiful Penthouse 3 Beds +Pool+Gym+Parking,250158442,Miguel,,Downtown Eastside,49.281,-123.10867,Entire home/apt,383,90,30,2019-12-08,1.22,1,0
33340994,White Fox Room - 1 bus ride to Downtown/Metrotown,97025302,Andrea,,Kensington-Cedar Cottage,49.25558,-123.08802,Private room,60,1,52,2019-10-31,2.11,1,0
33350822,Shangri La Private Residences exclusive,194946655,Hugo,,West End,49.28603,-123.12466,Entire home/apt,316,30,1,2019-08-03,0.05,1,148
33368809,"Cozy Mountain View, near Lake & Nanaimo Skytrain",154099324,Chu,,Kensington-Cedar Cottage,49.25206,-123.05795,Private room,45,2,2,2019-08-18,0.08,1,0
33378813,Vancouver West Side's Most Convinient House,49806753,Ping,,Marpole,49.20999,-123.14678,Entire home/apt,230,2,25,2020-02-24,1.05,1,0
33399273,JUN's quiet and spacious 2 bedroom basement suite,251613897,Roy And Jun,,Kerrisdale,49.23189,-123.14962,Entire home/apt,85,1,79,2021-03-26,3.27,1,74
