id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2106364,Gorgeous New House Single Ensuite,7940236,Renee,,Renfrew-Collingwood,49.24958,-123.0359,Private room,65,31,22,2020-11-17,0.25,5,0
2108899,good sized bedroom on second floor,10571680,Paolo,,Kitsilano,49.26933,-123.16177,Private room,58,31,7,2019-06-22,0.11,1,359
2168943,South Granville 2 bedroom townhome,11065739,Catherine,,Fairview,49.25972,-123.14269,Entire home/apt,175,7,14,2018-03-19,0.16,1,0
2183209,Kitsilano PENTHOUSE,11132986,,,Kitsilano,49.26597,-123.15633,Entire home/apt,100,30,125,2021-03-31,1.48,2,318
2188113,5 star Luxury ShangriLa hotel condo,477297,Hanna & Michael,,West End,49.28514,-123.12275,Entire home/apt,300,30,36,2019-11-30,0.42,1,365
2198419,Gorgeous home in Yaletown,11214436,Kate,,Downtown,49.2773,-123.12294,Entire home/apt,115,180,142,2016-09-01,1.66,1,359
2216062,Bright Kitsilano Garden Apartment,11304608,Julie,,West Point Grey,49.26992,-123.18596,Entire home/apt,85,28,51,2021-03-29,0.62,1,0
2237295,Bed in Yaletown tops all neighborhoods,11423475,Gule,,Downtown,49.27942,-123.12219,Shared room,42,31,62,2018-09-19,1.30,4,365
2278806,Newly renovated room at quiet location,11636964,Raymond,,Victoria-Fraserview,49.22718,-123.0552,Private room,50,30,19,2020-12-10,0.23,2,247
2282114,The Perfect Place For Your Next Family Vacation,19916,Cathy + Tom,,Dunbar Southlands,49.23792,-123.18224,Entire home/apt,525,10,18,2020-02-02,0.24,2,110
2299515,Yaletown Fully Furnished 17th Floor Condo,5268156,Allan,,Downtown,49.27955,-123.12392,Entire home/apt,81,30,95,2021-01-07,1.10,2,362
2326272,Cozy garden sweet,11883405,Miss,,Dunbar Southlands,49.24285,-123.18636,Entire home/apt,204,30,1,2015-11-18,0.02,2,358
2361393,Cozy Vancouver Suite near a park and transit,366483,Michelle,,Kensington-Cedar Cottage,49.239,-123.08606,Entire home/apt,90,30,124,2020-08-01,1.51,1,195
2365994,Gem Modern Apartment in Yaletown,12014048,Hayfa,,West End,49.28298,-123.12339,Entire home/apt,95,30,96,2019-10-26,1.11,1,6
2446828,Big Orange House,9080044,Geoff,,Mount Pleasant,49.25701,-123.09179,Entire home/apt,82,2,254,2021-04-01,3.12,1,251
2454353,Vancouver Quality Coach House,10997524,Mark & Fran,,Kensington-Cedar Cottage,49.23748,-123.08735,Entire home/apt,125,30,180,2018-10-28,2.10,1,225
2468591,Monthly- Marinaside Ocean View Apartment -Yaletown,8999638,Sweet Home,,Downtown,49.27449,-123.11679,Entire home/apt,187,30,9,2019-07-01,0.13,1,316
2502137,New Edwardian home,7110433,Suzanna,,Mount Pleasant,49.25877,-123.08299,Entire home/apt,75,30,47,2020-01-04,0.56,1,316
2570965,"Total Privacy & Separate Entry in a Clean, Curated Space",19916,Cathy + Tom,,Dunbar Southlands,49.23772,-123.18216,Entire home/apt,125,2,367,2020-03-19,4.34,2,44
2576878,"Bright 1 bed suite, great location",4217281,Jennifer,,Fairview,49.25865,-123.12294,Entire home/apt,65,30,5,2021-02-05,0.06,3,132
2592307,Ann's Place,13270979,Ann,,South Cambie,49.25222,-123.1186,Entire home/apt,112,2,533,2021-04-01,6.32,1,318
2632171,Yvette's place 3,13480596,Yvette,,Hastings-Sunrise,49.2883,-123.04216,Private room,45,1,63,2021-02-28,0.73,3,334
2644110,Modern 2 Level Loft in East Van,9060366,Marc,,Grandview-Woodland,49.28545,-123.06435,Entire home/apt,113,6,22,2018-10-27,0.26,1,0
2653578,LOCATION!!! RENOVATED!!! SLEEPS 2-4!!,13584295,Breanna,,Downtown,49.28044,-123.12496,Entire home/apt,151,1,205,2021-03-28,4.98,1,50
2658803,"266  -2 bedroom /sleeps 4 ""The Electra"" Downtown",600607,Bruce,,West End,49.28169,-123.12628,Entire home/apt,74,30,16,2019-11-04,0.19,46,69
2675179,Stroll to Granville Island from a Modern Kitsilano House,11742636,Adrianne,,Kitsilano,49.27512,-123.15131,Entire home/apt,493,30,90,2020-08-31,1.08,1,347
2695452,Private furnished room - all inclusive,11636964,Raymond,,Victoria-Fraserview,49.22505,-123.05439,Private room,50,30,6,2020-10-31,0.07,2,64
2728122,"1 bedroom modern furnishing, cozy, & the view!",162896,Vanessa,,Kitsilano,49.26872,-123.15201,Entire home/apt,70,3,227,2021-03-01,2.70,2,72
2730555,Explore Vancouver in a Beautiful Trendy Townhouse,7677061,Luca,,Mount Pleasant,49.26536,-123.09943,Entire home/apt,250,3,69,2021-03-07,1.60,1,58
2812038,Vancouver 2 bd trendy Main street,5213892,Sophia,,Mount Pleasant,49.25665,-123.10039,Entire home/apt,199,1,148,2020-10-28,1.75,1,0
2836478,"Water Views Downtown, Vancouver, BC",5517192,Fahrah,,Downtown,49.27293,-123.12547,Entire home/apt,132,90,3,2014-07-30,0.04,1,304
2847310,Unique Loft in the Heart of Gastown,6576530,Jozi,,Downtown Eastside,49.28247,-123.10342,Entire home/apt,161,2,297,2021-03-21,3.51,1,314
2864803,Design-Forward 4 Bdrm. House w/ Large Deck & Yard,13304931,The Redmond Family,,Dunbar Southlands,49.23857,-123.18641,Entire home/apt,500,7,8,2019-08-11,0.10,1,48
2876573,Breathtaking Mountain & Water Views,52926,Shohreh,,Downtown,49.28945,-123.12665,Entire home/apt,150,30,0,,,1,185
2889958,"Private, Modern, 1 bed, 1 bath, and kitchen",4284915,Albrecht & Jackie,,West Point Grey,49.25819,-123.19988,Entire home/apt,129,3,178,2021-03-14,2.10,1,361
2944104,Luxury Modern Apartment at Yaletown,7338933,Sadiq,,Downtown,49.27795,-123.11734,Entire home/apt,104,30,94,2020-12-31,1.13,3,1
2958786,Funky Downtown Room in the West End,2796877,Sarah,,West End,49.29314,-123.13535,Private room,61,2,342,2021-03-29,4.06,1,62
2977617,Bright Studio in Gastown w/ parking,223046529,Emily,,Downtown,49.28016,-123.10695,Entire home/apt,140,3,102,2020-10-29,1.29,1,8
2985232,Luxury Point Grey Home,15222656,Miriam,,West Point Grey,49.26338,-123.18966,Entire home/apt,225,7,6,2019-09-30,0.10,1,0
2988185,105 GOOD VALUE 2 BEDROOM in Quiet Westend,600607,Bruce,,West End,49.28884,-123.13288,Entire home/apt,72,30,3,2020-09-14,0.04,46,19
2988465,116 1 Bedrm + Office,600607,Bruce,,West End,49.28748,-123.1289,Entire home/apt,88,30,4,2020-04-02,0.15,46,58
2997664,117 DOWNTOWN LIVING / 1 Bdrm W Georgia St,600607,Bruce,,Downtown,49.28814,-123.12629,Entire home/apt,88,30,2,2019-09-27,0.08,46,68
3021408,"2 Bed Sunny, Point Grey Patio Suite",74460,Chris&Salma,,West Point Grey,49.26229,-123.20888,Entire home/apt,150,6,84,2021-03-26,1.01,1,38
3040736,130 1 Bedroom Bright Corner Suite,600607,Bruce,,Downtown,49.2796,-123.12152,Entire home/apt,108,32,0,,,46,68
3068198,Beautiful Apartment in Vancouver's Kitsilano,6810893,Jeremy,,Kitsilano,49.26682,-123.15312,Entire home/apt,119,4,1,2017-07-24,0.02,1,0
3093219,Close to Jericho Beach & Downtown Vancouver,15731413,Heather,,Kitsilano,49.2669,-123.18107,Entire home/apt,425,2,13,2018-08-12,0.16,1,9
3100878,STYLISH SUITE w/ Pool/Sauna/Hottub/Gym EXCELLENT $,13651030,Kirthi,,Downtown,49.27622,-123.12585,Entire home/apt,110,30,1,2019-09-02,0.05,1,225
3102120,D2 - Upscale Stylish 1 BR,30899,Rami,,Downtown,49.28363,-123.11777,Entire home/apt,97,90,12,2019-03-13,0.15,40,284
3124378,140 1 Bedroom with 180 degree view,600607,Bruce,,Downtown,49.27511,-123.12679,Entire home/apt,98,31,5,2018-10-14,0.08,46,38
3130486,Beautiful Mount Pleasant Loft,15897416,Matthew,,Mount Pleasant,49.26731,-123.09774,Entire home/apt,149,3,78,2020-12-23,0.96,2,155
3138351,Deluxe Minimalist Double Bedroom,4261957,Donna,,Renfrew-Collingwood,49.24187,-123.03668,Private room,40,30,38,2020-04-09,0.46,2,224
3158555,1BD Garden Suite in East Village,16027783,Andrea And Jeff,,Hastings-Sunrise,49.2785,-123.05217,Entire home/apt,75,2,139,2021-03-27,1.66,1,271
3158923,Family Friendly Accessible East Van Home,16029441,Annelie,,Grandview-Woodland,49.26802,-123.07374,Entire home/apt,146,2,0,,,1,0
3168686,Beautiful Loft w/Balcony | New Reno | 2-levels,1522256,Natalia,,Downtown Eastside,49.2839,-123.10111,Entire home/apt,289,3,28,2021-01-03,0.40,3,0
3177610,"A Luxurious Downtown Urban Oasis with Parking, Awaits You.",8696545,S,,Downtown,49.27914,-123.12016,Entire home/apt,300,30,19,2021-03-19,0.23,2,112
3183304,Stylish Minimalist Double Bedroom,4261957,Donna,,Renfrew-Collingwood,49.24348,-123.03844,Private room,35,7,45,2020-05-31,0.55,2,224
3208972,"Central Vancouver coach house: private, clean, zen",16258338,Monet/Mara,,Sunset,49.22975,-123.09291,Entire home/apt,86,2,31,2017-07-04,0.38,1,102
3215295,Cozy modern suite near Main St (min stay 30 days),15434388,Florence,,Riley Park,49.2498,-123.10378,Entire home/apt,100,30,42,2020-11-02,0.50,1,363
3230030,147 VIEW 1 Bedroom in Coal Harbour,600607,Bruce,,Downtown,49.28875,-123.12417,Entire home/apt,79,30,3,2017-09-15,0.04,46,17
3230170,153 GREAT PRICE in West End,600607,Bruce,,West End,49.27865,-123.13613,Entire home/apt,65,30,9,2020-04-02,0.13,46,7
3230315,161 1 Bedroom COAL HARBOUR SEAWALL,600607,Bruce,,Downtown,49.28886,-123.12616,Entire home/apt,109,32,0,,,46,0
3239463,Best Waterfront View in Vancouver! 2Br & Parking,16390493,Esperanza,,Downtown,49.27359,-123.10051,Entire home/apt,150,30,5,2018-10-07,0.06,1,0
3240635,165 YALETOWN  VIEW / 1 BEDROOM + OFFICE,600607,Bruce,,Downtown,49.27515,-123.11625,Entire home/apt,83,30,4,2019-12-05,0.05,46,0
3241017,Modern Downtown Park View Condo!,834713,Cory,,Downtown,49.2782,-123.10575,Entire home/apt,142,2,106,2020-03-15,1.28,1,0
3248395,170 1 BED- VIEW SUITE!,600607,Bruce,,Downtown,49.28488,-123.11244,Entire home/apt,83,30,10,2021-01-10,0.15,46,17
3248971,"175 Studio at ""The Lions""",600607,Bruce,,West End,49.28719,-123.12856,Entire home/apt,63,30,2,2021-03-02,0.07,46,10
3258141,"Bright ocean view home, 1 block from beach",2805581,,,Kitsilano,49.27197,-123.17999,Entire home/apt,457,7,5,2018-08-12,0.06,1,0
3301115,199 1 Bedroom West of Denman,600607,Bruce,,West End,49.29225,-123.14202,Entire home/apt,80,365,0,,,46,99
3302983,228 Studio West Georgia Street VIEW,600607,Bruce,,Downtown,49.29004,-123.12665,Entire home/apt,74,30,1,2018-05-20,0.03,46,67
3309313,LEVEL | Two Bedroom Suite | Luxe Amenities,2502595,LEVEL Furnished Living,,Downtown,49.27899,-123.12156,Entire home/apt,499,30,2,2016-12-05,0.02,22,364
3309584,LEVEL | Studio | Modern Suite Downtown Vancouver,2502595,LEVEL Furnished Living,,Downtown,49.27861,-123.12323,Entire home/apt,199,30,4,2020-09-20,0.05,22,364
3311782,"Fantastic downtown 2BR 2BATH w/ parking, gym, pool",12618379,Ken,,Downtown,49.27963,-123.10874,Entire home/apt,220,2,113,2019-09-30,1.36,1,125
3331054,studio apartment,16816923,Jamie,,Hastings-Sunrise,49.28488,-123.02993,Entire home/apt,73,4,84,2020-05-04,1.03,1,38
3331694,Beach Home in the Sky - Pvt Bedroom & Washroom,1777294,Brian,,West End,49.28455,-123.14071,Private room,195,3,77,2019-10-16,0.94,1,0
3342823,"Kitsilano Condo, 4 Blocks from Beach,Pool,Shopping",6016566,Chris,,Kitsilano,49.26488,-123.15529,Entire home/apt,222,2,76,2021-04-05,0.92,1,180
3352591,Furnished ShortTerm Executive Suite,16916620,Damien,,Renfrew-Collingwood,49.23656,-123.02782,Entire home/apt,94,30,0,,,1,365
3379799,Beautiful character Kitsilano home,1378713,Stephenie,,Kitsilano,49.26215,-123.1803,Entire home/apt,560,5,5,2019-08-05,0.06,1,0
3379810,Great East Van home for Families!,17050589,Bethan,,Hastings-Sunrise,49.27402,-123.054,Entire home/apt,225,3,7,2019-08-25,0.09,1,0
3401626,D47 - 2BR luxury suite downtown,30899,Rami,,Downtown,49.27642,-123.12746,Entire home/apt,115,90,4,2015-07-30,0.05,40,296
3415750,Character Studio.Great DT location.,74245,Salim,,West End,49.28374,-123.12267,Entire home/apt,95,30,92,2021-02-03,1.13,1,313
3425973,"KITS POINT, Bamboo Garden by the Sea",16643587,Isabella,,Kitsilano,49.27523,-123.1524,Entire home/apt,188,7,10,2020-01-04,0.14,1,163
3430102,Stunning Vancouver Mountain Views,1574553,Michelle,,Renfrew-Collingwood,49.23322,-123.02764,Private room,50,4,4,2014-08-31,0.05,2,0
3448674,Cozy and Classy Gastown Loft,7613678,Tammy,,Downtown Eastside,49.28365,-123.10431,Entire home/apt,142,3,109,2020-08-17,1.33,1,0
3458717,"3 bedrooms, 3.5 bathrooms on 3 levels near beach",17432096,Jack,,Kitsilano,49.26867,-123.16656,Entire home/apt,299,1,35,2020-11-13,0.53,3,262
3479638,EAST View- Steps to 29Ave SKYTRAIN Bright & Clean,653436,Pirike,,Renfrew-Collingwood,49.24559,-123.04974,Private room,40,30,22,2021-02-28,0.28,5,122
3484837,2Br Suite Steps from Commercial Dr!,17548944,Allison,,Grandview-Woodland,49.26665,-123.06936,Entire home/apt,199,1,62,2019-09-22,0.76,1,238
3528309,Kitsilano Beach House,17762420,Scott,,Kitsilano,49.26469,-123.14817,Entire home/apt,149,2,53,2021-04-08,0.75,2,295
3534949,Upstairs in beautiful Pt Grey Vancouver,7465731,Brian,,Dunbar Southlands,49.25782,-123.20131,Private room,102,2,62,2020-09-12,0.76,2,347
3563108,Strathcona Eclectic Modern Studio,17940097,Sue,,Downtown Eastside,49.27928,-123.07949,Private room,80,2,319,2021-01-09,3.93,1,274
3594666,* Beautiful + Trendy 2 Bedroom Central Vancouver *,1200456,Nala,,Downtown,49.27656,-123.11813,Entire home/apt,466,30,12,2018-10-12,0.15,7,365
3629071,Private Garden Suite on the Drive,13871489,Doug & Herb,,Grandview-Woodland,49.27198,-123.0681,Entire home/apt,90,1,506,2021-03-30,6.17,1,330
3638973,Park View. Spacious Bright @ 29Ave Skytrain,653436,Pirike,,Renfrew-Collingwood,49.24389,-123.0485,Private room,61,30,18,2019-11-10,0.22,5,270
3668248,Kitsilano Beach Apartment,162500,Maddy,,Kitsilano,49.27188,-123.15207,Entire home/apt,275,32,0,,,3,0
3677710,279 HARD TO FIND! 3 BEDROOM DOWNTOWN! 27TH FLOOR,600607,Bruce,,West End,49.28709,-123.12764,Entire home/apt,119,32,4,2018-10-04,0.11,46,0
3678989,Kriszta's Lovely Little Hideaway,6602654,Kriszta,,Grandview-Woodland,49.27166,-123.06616,Entire home/apt,110,3,224,2021-04-08,2.74,1,75
3679016,Charming Cozy Condo Commercial Dr Licence#20159722,18696230,Deborah,,Grandview-Woodland,49.27412,-123.07405,Entire home/apt,117,3,97,2020-03-02,1.52,1,0
3698334,1 Block From The Ocean & Beach,162500,Maddy,,Kitsilano,49.27252,-123.15201,Private room,100,30,28,2019-07-27,0.41,3,0
3742414,Luxurious New 2-BR Laneway House,18775596,Emily,,West Point Grey,49.26013,-123.1891,Entire home/apt,200,2,148,2020-09-01,1.83,1,227
3766620,Large apt. with great Patio in Kits,5187640,Max,,Kitsilano,49.26268,-123.14881,Entire home/apt,180,7,32,2017-09-17,0.39,1,0
3784311,"""Comfortable,  Relaxing Garden Level home 4 beds”",52118,Liliana,,Riley Park,49.2493,-123.10796,Private room,131,3,72,2021-03-11,0.92,2,1
3803319,Family home in Mount Pleasant,12242749,Julianne,,Mount Pleasant,49.25725,-123.08369,Entire home/apt,199,4,63,2020-01-01,0.78,1,15
3811719,"135 ""The Pointe""  view",600607,Bruce,,Downtown,49.28873,-123.12582,Entire home/apt,71,31,1,2018-10-01,0.03,46,0
3812348,"Cosy room near scenic park, pvt BR",16794128,Catherine,,Riley Park,49.2357,-123.10428,Private room,75,2,662,2020-03-17,8.22,1,0
3859085,Perfect Find for Solo Traveler!,19854208,Helen,,Mount Pleasant,49.26037,-123.10503,Private room,75,3,334,2021-04-08,4.12,1,328
3887660,Almond Park 2BR Suite - Perfect Kitsilano Location,20109712,Heather,,Kitsilano,49.25926,-123.18271,Entire home/apt,175,30,13,2019-06-30,0.18,1,286
3902807,Exceptional Townhouse in Kitsilano,20209434,Melanie,,Kitsilano,49.2649,-123.16641,Entire home/apt,300,30,0,,,1,225
3916321,Gastown 1 Bed with North Shore view,17822792,Rhiannon,,Downtown Eastside,49.28254,-123.1064,Entire home/apt,116,30,22,2020-12-05,0.27,1,364
3950906,Beautiful Kitsilano 3 Bedroom Apt,17762420,Scott,,Kitsilano,49.26554,-123.14631,Entire home/apt,202,2,41,2021-02-21,0.68,2,285
3971726,Best of Downtown-New 1Br&Parking,7078078,Carina,,Downtown,49.28169,-123.11802,Entire home/apt,98,30,214,2020-03-24,2.71,1,0
3985461,Cozy Master Suite near PNE,20627754,Lainie,,Hastings-Sunrise,49.27607,-123.03497,Private room,40,30,17,2019-07-18,0.21,3,126
3994011,202-Deluxe Studio by Stanley Park,600607,Bruce,,West End,49.29236,-123.13936,Entire home/apt,59,30,7,2019-08-26,0.09,46,11
4007351,Luxury Residence - Kitsilano - Best Neighborhood,20626616,Mark,,Kitsilano,49.26562,-123.16259,Entire home/apt,199,30,5,2018-07-27,0.06,3,287
4016671,Modern Studio on Commercial Dr.,7499193,Tracey,,Grandview-Woodland,49.26645,-123.06893,Entire home/apt,109,4,264,2020-03-27,3.30,2,296
4041954,Mount Pleasant garden suite.,20958875,Jennifer And Kildare,,Mount Pleasant,49.25972,-123.08497,Entire home/apt,90,30,101,2021-03-15,1.27,1,63
4054111,"Super Spacious, Central Apartment with a Stylish Vibe.",504609,Mark,,Mount Pleasant,49.25886,-123.10898,Entire home/apt,208,2,160,2021-03-17,2.00,3,229
4070759,"Spacious, Modern King 1BDR  2 Bath",504609,Mark,,Mount Pleasant,49.25869,-123.10753,Entire home/apt,199,2,36,2020-09-21,0.45,3,230
4075378,"Relax, Enjoy and Stay @ MYPlace",21136663,Chris,,Downtown,49.27399,-123.12399,Entire home/apt,100,30,98,2019-11-01,1.26,1,364
4104870,Vineyard Suite @ Grandview House,21294269,Robert,,Grandview-Woodland,49.27288,-123.06959,Entire home/apt,115,5,80,2021-03-20,1.07,3,162
4118193,"VANCOUVER, CANADA; WORLDMARK VANCOUVER",85132,Sanford,,Downtown,49.28063,-123.12652,Entire home/apt,411,1,0,,,1,365
4120301,D64 - 2 br downtown luxury suite,30899,Rami,,Downtown,49.27949,-123.10711,Entire home/apt,148,30,16,2018-05-14,0.21,40,286
4137579,"Charming Suite In Historic Grandview Woodland""",5059240,Dorothy D.,,Grandview-Woodland,49.27585,-123.06803,Entire home/apt,137,3,76,2021-04-02,1.07,1,347
4145030,Luxury Private room w/ Private Bath,1200456,Nala,,Killarney,49.22826,-123.03193,Private room,85,30,23,2019-09-28,0.29,7,365
4203098,"Cozy/Large Suite in Kitsilano, Close To Downtown",21805745,Dan,,Kitsilano,49.26513,-123.16761,Private room,63,3,150,2021-03-01,1.89,1,133
4224711,Mount Pleasant w/Mountain View,7004656,Emma,,Riley Park,49.24598,-123.09127,Entire home/apt,180,14,13,2016-09-21,0.18,1,24
4244379,"CHIC DOWNTOWN w/ NESPRESSO, PARKING",21105939,Lynne,,Downtown Eastside,49.28109,-123.10671,Entire home/apt,168,30,257,2020-08-30,3.94,1,264
4311837,The Heart Of Downtown Vancouver,17068178,Infiniti Hospitality,,Downtown,49.28226,-123.12317,Entire home/apt,115,30,0,,,1,67
4318059,Yaletown High-Rise Studio Overlooking BC Place,3131518,Andi,,Downtown,49.27707,-123.11507,Entire home/apt,200,182,21,2020-03-18,0.27,2,316
4348412,Kitsilano Garden level cozy Suite,21966373,Emily,,Kitsilano,49.2669,-123.16656,Entire home/apt,140,3,341,2020-11-23,4.36,1,0
4351464,Private Hotel-Style Room & Bath Downtown Yaletown,21683172,Jim,,Downtown,49.27334,-123.12764,Private room,69,2,130,2021-04-07,1.69,1,3
4377155,Cozy Family Friendly House - 3 bed+ den,4132464,Jenny,,Kensington-Cedar Cottage,49.25595,-123.07807,Entire home/apt,156,5,38,2019-07-23,0.66,1,0
4395511,PVT ROOM#1 w/PRIVATE entrance in NEW HOME,9085924,Gerry,,Renfrew-Collingwood,49.23695,-123.03251,Private room,43,4,237,2021-04-06,3.02,3,333
4404431,"3 bed, 2.5 bath - modern, central",22863551,Brian,,Kitsilano,49.26184,-123.14763,Entire home/apt,495,5,13,2018-08-27,0.19,1,0
4418911,1 Bedroom Apartment on Kitsilano Beach,65699,Aneesa,,Kitsilano,49.27351,-123.15035,Entire home/apt,160,2,18,2021-02-21,0.28,1,0
4423470,D44 - 2 bedroom suite in Vancouver,30899,Rami,,Downtown,49.27294,-123.12493,Entire home/apt,108,30,9,2020-02-19,0.12,40,246
4465400,Beautiful home in Vancouver,23168796,Oliver & Ashleigh,,Kitsilano,49.27315,-123.16093,Entire home/apt,500,4,32,2020-08-22,0.42,1,6
4485577,Comfortable en-suite bedroom #1,1533645,Angela,,Renfrew-Collingwood,49.2504,-123.02515,Private room,69,2,48,2019-09-25,0.64,2,365
4492009,1-MONTH MINIMUM Townhouse in Beautiful False Creek,17708381,Adrian,,Fairview,49.26595,-123.12975,Private room,50,30,30,2018-01-13,0.40,1,149
4493377,Along the Garden Path,23307558,Lorna,,Kitsilano,49.26137,-123.16982,Entire home/apt,140,30,101,2021-01-25,1.30,1,229
4494498,Luxury Subpenthouse in Yaletown,17829585,Peter,,Downtown,49.27674,-123.13275,Entire home/apt,300,1,203,2020-06-14,2.78,1,258
4527258,"Private Cozy Room/Gym/Pool/Sauna,..",16631729,Nima,,Downtown Eastside,49.28318,-123.11256,Private room,39,90,37,2020-11-01,0.52,2,54
4550506,Head to Main Street for This Stylishly Renovated Apartment,14343775,Sunshine / Dwayne,,Mount Pleasant,49.25797,-123.10577,Entire home/apt,95,7,196,2020-05-31,2.53,1,15
4551084,Sub Penthouse in Yaletown + FREE parking long term,23596794,Mandeep,,Downtown,49.27688,-123.11947,Entire home/apt,180,90,0,,,1,358
4558496,"Quiet, Clean and Comfortable",23629057,Brad,,West End,49.28532,-123.13434,Private room,156,2,116,2019-12-15,1.54,2,365
4568364,Spacious 2-bedrooms in West Point Grey,23681660,Tal & Avital,,West Point Grey,49.26424,-123.20055,Entire home/apt,156,1,170,2021-02-15,2.32,1,301
